comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
688f5c06000000002b0155bd,1754225671000,,688e19fb0000000023025481,没看明白你这个到底是恶性还是良性呀，切的这么大，我们家和你切的是一样的，也是住院了两个月[笑哭R]，我们是胆管占位，术中做的病理确定是恶性的才切的这么大，你们不是恶性的居然也切的这么大不是很理解（我不懂哈，说的不对别介意）,5be6f79bb3d636000181a0d8,寒号鸟,https://sns-avatar-qc.xhscdn.com/avatar/665c3332d0a6d335db254c3b.jpg?imageView2/2/w/120/format/jpg,15,,0,1765371575736,0
688faaba000000002a003ed8,1754245819000,,688e19fb0000000023025481,不是恶性就全切 没有做术中冷冻吗？你们起诉医院算了,5aabe5e011be1067a9ace4b1,youth667,https://sns-avatar-qc.xhscdn.com/avatar/6365e2055550e66f03c57d6e.jpg?imageView2/2/w/120/format/jpg,1,,0,1765371575739,3
688ed09b000000002b01dba9,1754189980000,,688e19fb0000000023025481,买医疗险，不要买什么保证续保3年，6年，20年的，我们友邦出了20年保证续保的，大家还是卖一年期的，续保不续保，不是受条款制约的，真正决定是否续保的是保险公司理念和经营状况。,5e1a91dd000000000100b06c,Ronina,https://sns-avatar-qc.xhscdn.com/avatar/5ea982d5f9f9bf0001fac54a.jpg?imageView2/2/w/120/format/jpg,3,,0,1765371575742,1
688ede90000000002a00fd49,1754193553000,,688e19fb0000000023025481,重疾保单上面应该很清楚写着保哪些疾病，你这没到恶性肿瘤，疾病达不到保单上写的那些病肯定不赔啊！跟你切多少器官没关系吧？？照这样溃疡厉害了去切胃切肠子是不是也该理赔？？不过你这又不是癌为啥要切这么多？,5a8e0ae34eacab314813940d,安达路茜,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mah8s5p506g4a1lrr5e750d68qjaho?imageView2/2/w/120/format/jpg,5,,0,1765371575745,2
688eabc6000000002b0161c8,1754180550000,,688e19fb0000000023025481,哪家的百万医疗？不让续保的理由是什么？,5657c646e00dd82356179422,爱分享的Lace（累死）姐,https://sns-avatar-qc.xhscdn.com/avatar/5657c646e00dd82356179422.jpg?imageView2/2/w/120/format/jpg,8,,0,1765371575748,0
688fadee000000002b02eb0b,1754246638000,,688e19fb0000000023025481,"你晒出来的中宏的条款有点奇葩 为什么疾病规定有那么多那么详细的范围限定，超出范围就不保的情况[石化R][石化R] 你是买时候的健康告知有什么特殊情况吗？？

我们也买了不止一款重疾险 国家统一轻中重症定义后买的 也不是头部公司产品 但是条款比这友好很多啊PS我是确定要买这几款重疾险后 拿到合同特意研究了好几天 一字一句推敲后才敢把钱给出去 保险买的就是合同啊[汗颜R][汗颜R][汗颜R][汗颜R]",59ba2d2b82ec397a3b1b5208,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e9i5spj0s0049ppo9mimkg8ffmmbro?imageView2/2/w/120/format/jpg,4,,0,1765371575749,0
6890a052000000002b01532e,1754308691000,,688e19fb0000000023025481,天呐，百万医疗还不给续保[哭惹R]。友邦的百万医疗没有出现过理赔后不续保的情况,5f28e7fb0000000001001d06,斜杠辣妈,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rdg778l1g5g5np8svtg87864ner2ng?imageView2/2/w/120/format/jpg,1,,0,1765371575752,0
688f7bd3000000002b02da38,1754233812000,,688e19fb0000000023025481,健康告知都如实告诉对方了不？,5b94bdd88812720001d19ec7,老央衫,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nmu2d4pmm004ass5muth7m73ltdr7o?imageView2/2/w/120/format/jpg,2,,0,1765371575753,0
688eb1540000000029024e93,1754181973000,,688e19fb0000000023025481,你在哪里做的比对，好细致,59ffede84eacab51b55241c3,涵语,https://sns-avatar-qc.xhscdn.com/avatar/2b4cefbb01e0a0824f5c173dde7f98b2.jpg?imageView2/2/w/120/format/jpg,2,,0,1765371575754,0
688f1474000000002b005172,1754207349000,,688e19fb0000000023025481,保险就是这样，合法合规但是不到发生了我们怎么知道它到底赔什么，每个公司卖你保险的时候都是只讲好处，但是有什么风险是一句不提[笑哭R][笑哭R],6372c96e00000000240168a0,🌟🌟,https://sns-avatar-qc.xhscdn.com/avatar/cd255d0e201935e0d852bd371f18c198.jpg?imageView2/2/w/120/format/jpg,1,,0,1765371575757,0
688f8164000000002903b798,1754235236000,,688e19fb0000000023025481,切完有活检结果说是癌症吗,67dc1c17000000000601d595,THIS IS YY,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31im46ipd14005pus3gbhjlcl38mlblo?imageView2/2/w/120/format/jpg,4,,0,1765371578117,0
6892584a000000002b009957,1754421323000,,688e19fb0000000023025481,百万医疗应该不是中宏吧?,589ad4a36a6a695547821e0a,知而足,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30scf7ldk3i504946d2aa67ga45mob70?imageView2/2/w/120/format/jpg,1,,0,1765371578120,0
688f4019000000002b005ead,1754218522000,,688e19fb0000000023025481,有一说一，你请的律师有问题，压根不熟悉国内保险,54d580cfe7798971039d1f2b,翰乔学社保险规划MA,https://sns-avatar-qc.xhscdn.com/avatar/3c27f6d3-0ec2-31a2-99bf-5f431699efde?imageView2/2/w/120/format/jpg,2,,0,1765371578123,0
689038b9000000002903ecc5,1754282169000,,688e19fb0000000023025481,"[笑哭R]我感觉你是贼倒霉。
一个是医疗处理有问题，术前判断不准确，像这种良恶性存疑的情况，术中一般会切一部分患处送术中病理，提示恶性了才会扩切。
另一个是律师也有问题，打医疗和保险的律师，对医疗知识和保险业理赔流程及相关处理要很熟悉，你这个律师明显不行",58da09ae82ec393550a93b88,🌸婉颜0233,https://sns-avatar-qc.xhscdn.com/avatar/5fe1c301446f2526f8fe1d09.jpg?imageView2/2/w/120/format/jpg,1,,0,1765371578125,2
688e1c7d000000002a00ec1c,1754143869000,,688e19fb0000000023025481,胆道重建大部分保司都有的。。。这个属于各家自定义的疾病。另外中宏的医疗险不续保好像是常态，反正这公司不太行,55d3bf5da75c953f6a4a55c0,毛桑,https://sns-avatar-qc.xhscdn.com/avatar/631b109cbd6e95f64154d609.jpg?imageView2/2/w/120/format/jpg,2,,0,1765371578129,2
688fb305000000002b02d192,1754247942000,,688e19fb0000000023025481,[呃R]原位癌能赔付吗？没有恶化，是没有转移的话，好像是轻症？,5b406b3f6b58b739047d45e4,疯帽子喜欢爱丽丝,https://sns-avatar-qc.xhscdn.com/avatar/6184fb7fc7a06fe47c545139.jpg?imageView2/2/w/120/format/jpg,5,,0,1765371578133,0
688ed874000000002a00959d,1754191989000,,688e19fb0000000023025481,你在中宏的代理人是谁？,624b98ed00000000210283dd,AK安康咨询,https://sns-avatar-qc.xhscdn.com/avatar/624b98ed00000000210283dd.jpg?imageView2/2/w/120/format/jpg,4,,0,1765371578136,0
688f357f000000002b02e900,1754215808000,,688e19fb0000000023025481,说实话，你这种情况，去打官司告医院更靠谱。良性肿瘤切这么多脏器，明显是过度治疗，被医院坑了。你这肯定不是重疾,67c98037000000000e01ea5e,淡定,https://sns-avatar-qc.xhscdn.com/avatar/645b7e90e29f7d0acadad8aa.jpg?imageView2/2/w/120/format/jpg,4,,0,1765371578139,6
688eb3ac0000000029027ce6,1754182572000,,688e19fb0000000023025481,买保险的时候就跟很多人说过理赔的严格性不一样，很多人说没那么倒霉正好赶上那几个问题，但是有一说一没到恶性很多也是不赔重疾的,5f9bd8640000000001004c7f,想瘦到100斤的一一（已瘦14斤）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jc1q9bjj2005nsrr1i08j3v53fhmh0?imageView2/2/w/120/format/jpg,2,,0,1765371578141,0
688ef2730000000029025456,1754198644000,,688e19fb0000000023025481,有一说一，病理包含也不是恶性啊，没有保险公司赔啊，而是良性的切6个器官，不应该找医院吗？,653b41ef000000000301d32c,二狗子它娘,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo316arvpb0io005p9r87ngrkpc1ch0bj8?imageView2/2/w/120/format/jpg,2,,0,1765371578143,4
6896d85c000000002a01a027,1754716253000,,688e19fb0000000023025481,为什么不直接赔恶性肿瘤？,60edb640000000000101e83a,睡觉大魔王,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2oeo4p3uji0505o7dmp00bq1qfac97n0?imageView2/2/w/120/format/jpg,1,,0,1765371580474,0
688ec20f0000000029036226,1754186255000,,688e19fb0000000023025481,推销的时候含糊其辞，说只要大病都能保，老百姓认知里面的大病就是动手术和住院，要理赔了就拿着合同一字一字解读那些医科毕业才能懂的专业名词，然后说你买错保险了，最好再附加其他的，这样保障才全面。监管可以来管一下了，那么多套路的保险，到底对老百姓是保障还是坑，反正我看那些大保司一年利润都是几千亿，到处投资房地产。,5bb76665c91fa100018c1325,妤妤,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31iq33uq1he704balofj6a4p515uvlv0?imageView2/2/w/120/format/jpg,2,,0,1765371580477,4
689fd9480000000027008eb6,1755306312000,,688e19fb0000000023025481,非常认真的把全部内容都仔细看了3遍，你遇到的这个问题啊，首先向您表示十分的关注和同情。你在购买这个保险的过程中，我觉得最大的问题是遇到了一个非常不负责任的、不专业的、不靠谱的保险代理人或者是经纪人。,67bbe609000000000a03c8dd,东方大熊熊,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31kgib7k630605ptrso4ini6tvriko10?imageView2/2/w/120/format/jpg,1,,0,1765371580480,0
688ec565000000002a00f7ae,1754187110000,,688e19fb0000000023025481,这就是大公司跟小公司的区别，很多公司买的时候便宜，是因为条款很苛刻，理赔难，大公司虽然贵一些，但条款宽松，理赔容易。,60e16d2a0000000001004138,岩西做养老,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31441uio3hc005o71dkl08g9o0l9eji0?imageView2/2/w/120/format/jpg,4,,0,1765371580483,0
68a2b1380000000030025b1b,1755492664000,,688e19fb0000000023025481,"病理切片检查不是恶性，这个怎么能理赔得到钱呢。
还有一点，为什么不再多找医院看看，是否可以做微创手术先取出部分拿来做活检，而不是再没有定性的时候就动大刀，就没有怀疑过是医院过度医疗的问题。",65e46fa0000000000500bb50,姗姗的投保策略,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31prantl94k005pf4dug19eqg25euiv8?imageView2/2/w/120/format/jpg,1,,0,1765371580486,2
68956bca000000002b018b14,1754622922000,,688e19fb0000000023025481,可以诉讼理赔 保险公司的条款 又不是法律 完全可以争取,5b352f5ff7e8b953c330152d,永达理保险斌哥,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31obgq02t6g5g4a6lq7nlu59dms6kce8?imageView2/2/w/120/format/jpg,1,,0,1765371580488,0
68902f610000000029029a64,1754279778000,,688e19fb0000000023025481,你先找主治医生沟通，让他明确疾病，告诉他涉及保险理赔，然后可以再找保司找律师，投诉到银保监，这些都可以去争取，就是比较耗费时间精力……,5db02fcf00000000010042b5,心丶晴,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31iqms3861a6g5ndg5v7g8gll3sp90ro?imageView2/2/w/120/format/jpg,1,,0,1765371580490,0
688f035800000000290315e6,1754202968000,,688e19fb0000000023025481,哇，又是中宏保险，这个重疾的条款就很迷，由外伤引起的才算，疾病的竟然不算，如果不是专业人士，普通老百姓谁能每一条都看得明白啊，中宏的很多条款都是专门设计的坑人的。避雷中宏保险！！！,5576806358944676d9acc903,伊辰,https://sns-avatar-qc.xhscdn.com/avatar/5576806358944676d9acc903.jpg?imageView2/2/w/120/format/jpg,2,,0,1765371580493,0
688eb949000000002b00ad05,1754184010000,,688e19fb0000000023025481,杨老板  我买的ZFB上面的 还行额 住院医疗赔了 感觉还是蚂蚁的靠谱，这保险听都没听过[笑哭R],5d11829b00000000120393ba,Tilapia2025,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31m65tfmu666g5n8hgadkn4tq4ss5p1o?imageView2/2/w/120/format/jpg,1,,0,1765371580494,0
689182d5000000002b02eebb,1754366677000,,688e19fb0000000023025481,重症有定义的呀，不是癌症不管你切多少个器官都不能算重症啊。现在很多律师权打官司只是为了赚律师费，很多根本不符合条件都劝你走法律途径。,5f095f0a00000000010005de,小柿子,https://sns-avatar-qc.xhscdn.com/avatar/65f2f94a1013e75f79307fc8.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371580496,0
68bbd0f0000000003002324a,1757139184000,,688e19fb0000000023025481,百万医疗给你报了多少呀,5b2fc7aae8ac2b1ab663eb90,吃货达人,https://sns-avatar-qc.xhscdn.com/avatar/411309441983cdc4ce073ff8da73b5b6.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371582770,0
689bfe82000000003001c6dc,1755053698000,,688e19fb0000000023025481,律师主要是为了赚钱，有时候先协商更好，对照合同条款和病历找找能赔的依据,607c54c00000000001005d68,提钱退休的高高,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31o681jhgmm6g5o3saj008nb88d68pcg?imageView2/2/w/120/format/jpg,0,,0,1765371582774,0
6893ab5e000000002a00dc93,1754508127000,,688e19fb0000000023025481,和香港保险差太多了 好夸张 又贵又不赔 纯感慨 自己人坑自己人,57e1355182ec3945d2748e93,安德鲁是个香港保险佬,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ba9k7qe6o1048n09tql33kjhjgtdh0?imageView2/2/w/120/format/jpg,0,,0,1765371582776,0
688ee49c000000002b01fb2b,1754195101000,,688e19fb0000000023025481,按条款赔，条款没有，你切光了也没用。,6073b1df000000000101e3d8,人生长镜头,https://sns-avatar-qc.xhscdn.com/avatar/ae351b5abc78ae2e8d79998354db8440.jpg?imageView2/2/w/120/format/jpg,1,,0,1765371582779,3
6922c33c000000001600d48b,1763885885000,四川,688e19fb0000000023025481,中宏条款的坑特别多，大家一定避雷,549c1231b4c4d65d7a9db0ee,笑笑fcr,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30s6tolql2i60400v39933c7ee8mfio8?imageView2/2/w/120/format/jpg,0,,0,1765371582780,0
68932f33000000002902bfa4,1754476340000,,688e19fb0000000023025481,一人卖保险,6640ae720000000003032cce,黄河,https://sns-avatar-qc.xhscdn.com/avatar/645b6b2504c28aa15eab1dac.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371582782,1
6890c0c7000000002a002196,1754316999000,,688e19fb0000000023025481,保险都是骗子[斜眼R],61d6f3b80000000010008f92,可可GG,https://sns-avatar-qc.xhscdn.com/avatar/61d6f3b80000000010008f92.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371582784,1
689ebb9f00000000300138f4,1755233183000,,688e19fb0000000023025481,百万医疗给停了确实有点儿过分了,605d777b0000000001006dbf,送你一朵小红花,https://sns-avatar-qc.xhscdn.com/avatar/615cb45aa60212037b66a37f.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371582785,0
689ffbd8000000003000edba,1755315160000,,688e19fb0000000023025481,打官司呀 坐等结果,5ae717b74eacab5fa451d9a0,城市山顶洞人,https://sns-avatar-qc.xhscdn.com/avatar/5ae7182814de413760beb257.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371582786,0
689034b5000000002b02c3f8,1754281142000,,688e19fb0000000023025481,一样的，条款写了恶性没有扩散,5b6cd73d2915790001272892,鱼鱼家的喵喵,https://sns-avatar-qc.xhscdn.com/avatar/5b6cd73d2915790001272892.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371582787,0
6890068200000000290384e3,1754269314000,,688e19fb0000000023025481,重疾重症有国家标准的，建议看下文件《重大疾病保险的疾病定义使用规范（2020年修订版）》。感觉医院问题很大，切了这么多，居然不是恶性肿瘤。,608570350000000001006352,vc,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2jevvqtej205g5omvjq5lb7d8h43u6s0?imageView2/2/w/120/format/jpg,0,,0,1765371585103,1
68aad1240000000030030d22,1756025125000,,688e19fb0000000023025481,保险就是这也不赔那也不赔[捂脸R],6777bd41000000001801f312,叶风回,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31c6kb2higu6g5prnnl0m3soi5oq7nkg?imageView2/2/w/120/format/jpg,0,,0,1765371585106,0
689759bf000000002a004a2a,1754749375000,,688e19fb0000000023025481,我买的中宏重疾，保费进两万，要二十年，保额40万，可以三次，但是也感觉不划算,64366e4e000000000e01ca79,哈基米不改名,https://sns-avatar-qc.xhscdn.com/avatar/cd255d0e201935e0d852bd371f18c198.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371585109,0
689456e3000000002b0082bf,1754552036000,,688e19fb0000000023025481,感觉你这个第一应该起诉医院，这毛病不应该这么治疗。,5572c8335894462d8f697ed2,北斗星火,https://sns-avatar-qc.xhscdn.com/avatar/6482eea462f617296a6b4290.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371585112,0
68908351000000002903cf8d,1754301266000,,688e19fb0000000023025481,只能安慰一下了[红色心形R]买保险还是要看看条款的,5f49d6a5000000000101e5b3,东东,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30urtn00h5c6g5nq9qqigbpdjh8qau1o?imageView2/2/w/120/format/jpg,0,,0,1765371585116,0
68b12696000000000b029d5f,1756440214000,,688e19fb0000000023025481,就是骗子保险,672c0449000000001c0194fc,发达嘞2.0版,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31dlonvjk106g5ppc0h4n357saqcn8jg?imageView2/2/w/120/format/jpg,0,,0,1765371585119,0
688edcbe000000002a00f541,1754193087000,,688e19fb0000000023025481,你的诊断报告本身就是良性肿瘤啊，异性增生，诊断书明明白白的写着，不管是不是中宏，别的保险公司一样不可能赔的呀，条款已经很清晰的存在，大家事实客观一点吧。保险公司主要就是根据医生的诊断报告，看到评论事后诸葛亮的这些保险公司说辞也是无语，,5eaa2a700000000001005b85,向向和来福,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31c98hdvnge5g5nla59o08ms5cg2sf1o?imageView2/2/w/120/format/jpg,0,,0,1765371585121,10
689028c4000000002903db44,1754278085000,,688e19fb0000000023025481,能有好的服务要买高额的，富人圈口碑重要也舍得打官司。保险公司要赚钱的，普惠型只可能是政府服务。偶尔发布几个好案例，让老百姓相信买保险的好处，就会有大批人拿钱养保险公司[吃瓜R]。,644bbbbd000000001002acd8,炸带鱼,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31d15jf95165g5p2bneuk5b6o49l3vkg?imageView2/2/w/120/format/jpg,0,,0,1765371585123,0
68a45e610000000027002f37,1755602530000,,688e19fb0000000023025481,"这个官司应该打不赢，交界性肿瘤，的确不属于原位癌和轻度恶性肿瘤，胆道重建不包括疾病，律师以什么缘由起诉呢？
法律是讲证据的，可不是乱来的",67edf23f000000000700002e,张张先生保险咨询,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31krcbr9c306g5pvdu8vho01emr1g2eo?imageView2/2/w/120/format/jpg,0,,0,1765371585125,0
6890ef11000000002902da7f,1754328850000,,688e19fb0000000023025481,问问AI,584ce05e82ec390949072454,契七七七七七,https://sns-avatar-qc.xhscdn.com/avatar/53ba1722242c3e9344db7b0fc2e1005f.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371585127,0
68db84d300000000390275f4,1759216852000,,688e19fb0000000023025481,这么坑啊。,67675338000000001801e79c,远离负能量,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nhssoill06g5pr7acs63pssnqce860?imageView2/2/w/120/format/jpg,0,,0,1765371587428,0
688e98f2000000002903e7df,1754175731000,,688e19fb0000000023025481,因外伤引起的胆道重建手术跟疾病引起的胆道重建手术难道就不一样了？不都是胆道重建嘛，这个中宏确实坑！专空子啊？！这个怎么维权@中宏保险，@消费者报道，@中国消费者315评测@央视财经-健康说,5a94cf4ce8ac2b2076e2ef84,木子妈妈,https://sns-avatar-qc.xhscdn.com/avatar/5a94cfa5d2c8a57d7d7a8275.jpg?imageView2/2/w/120/format/jpg,3,,0,1765371587431,1
68a162d90000000030005457,1755407065000,,688e19fb0000000023025481,这个,652c7efb000000002b000cad,贝贝和清华爸爸,https://sns-avatar-qc.xhscdn.com/avatar/65fb594e6a6701c593ad032e.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371587434,0
68901e9e000000002a01a218,1754275486000,,688e19fb0000000023025481,@怎么一饿就生气,5e429ff300000000010005d1,兔子秃子秃,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3188da6u20q005ni2jvpg81ehov56rk8?imageView2/2/w/120/format/jpg,0,,0,1765371587437,0
688ffff8000000002a018a15,1754267641000,,688e19fb0000000023025481,良性肿瘤，不算重疾。轻症没有统一标准，就看各家的条款了,63564c94000000001802b151,非典型前码农,https://sns-avatar-qc.xhscdn.com/avatar/63564c94000000001802b151.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371587441,0
688ffe9c000000002b0230d2,1754267292000,,688e19fb0000000023025481,那中宏古早的条款和平安现在的条款比就没意思了吧[抠鼻R],54e7f87ab4c4d642ce829b3c,双面么么,https://sns-avatar-qc.xhscdn.com/avatar/54e7f87ab4c4d642ce829b3c.jpg?imageView2/2/w/120/format/jpg,6,,0,1765371587444,2
688f745d000000002903c968,1754231901000,,688e19fb0000000023025481,我做了八年理赔，除了一个投保前没有如实告知的全都赔付了，少的30万，多的100万，你家人那么大手术拒赔肯定有原因,59c4601644363b0774dd0f1a,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31opq1g8f0s0049qsf6g1c3oq90vum78?imageView2/2/w/120/format/jpg,0,,0,1765371587446,2
688f71ca000000002b02f785,1754231242000,,688e19fb0000000023025481,商业医疗险不就是这也不赔那也不赔么。。不然人家还赚什么钱，而且人家最向往的就是美国那种AI审核赔偿。就算在美国法律维权意识看起来那么强的地方都只有几个%的人去通过法律武器维权，更何况国内[笑哭R],65dddba4000000000500df73,川味猫肉王,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vmbfc37lsk05petrei19nrj8akib4o?imageView2/2/w/120/format/jpg,0,,0,1765371587448,0
688f6d19000000002b019e64,1754230042000,,688e19fb0000000023025481,因外伤没有加黑，更不可能解释。免责无效。,658cf9c4000000002200b164,联系,https://sns-avatar-qc.xhscdn.com/avatar/645b7c0d1d74d41345e61461.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371587449,1
688f6c21000000002903f845,1754229793000,,688e19fb0000000023025481,没病理吗,5572b78341a2b31035512def,帅帅帅！,https://sns-avatar-qc.xhscdn.com/avatar/5572b78341a2b31035512def.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371587451,0
688f68cd000000002a007a85,1754228942000,,688e19fb0000000023025481,非恶性肿瘤，好事[捂脸R],5b43847bf7e8b90afcdbe3a4,阿蟹蟹,https://sns-avatar-qc.xhscdn.com/avatar/5b43847bf7e8b90afcdbe3a4.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371589760,0
688f62ca000000002b016880,1754227403000,,688e19fb0000000023025481,贪小便宜吃大亏,55824797b7ba22020f646e0d,阿福和阿土,https://sns-avatar-qc.xhscdn.com/avatar/55824797b7ba22020f646e0d.jpg?imageView2/2/w/120/format/jpg,0,,0,1765371589763,0
688f525f000000002a005eaa,1754223199000,,688e19fb0000000023025481,良性肿瘤，不赔很正常啊,5f48f2d2000000000101e5e6,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311mnlq3sn2005nq8ub90bpf6j58ht3g?imageView2/2/w/120/format/jpg,0,,0,1765371589766,0
